Text ID	English	German	French	Spanish	Russian	Italian		Japanese
*Text.OnlineMode.Offline	Game is now Offline	Spiel ist jetzt offline	La partie est hors-ligne	La partida es desconectado	Игра является не в сети	La partita è Offline		ゲームは現在オフラインです
*Text.OnlineMode.Private	Game is now Friends Only	Spiel ist jetzt nur für Freunde	La partie n'est désormais réservée qu'aux amis	La partida es ahora solo para amigos	Теперь игра только для друзей	La partita è solo per Amici		ゲームは現在フレンドのみです
*Text.PlayerSelect.Local	Offline	Offline	Hors-ligne	Desconectado	Не в сети	Offline		オフライン
*Text.Menu.Local	OFFLINE	OFFLINE	HORS-LIGNE	DESCONECTADO	НЕ В СЕТИ	OFFLINE		オフライン
*Text.Menu.LocalVersus	OFFLINE VERSUS	VERSUS OFFLINE	VERSUS HORS-LIGNE	DESCONECTADO CONTRA	НЕ В СЕТИ «СОПЕРНИК»	VS OFFLINE		オフライン対戦
*Text.Menu.Private 	FRIENDS 	FREUNDE 	AMIS 	AMIGOS 	ДРУЗЬЯ 	AMICI		フレンド
*Text.Menu.PrivateVersus 	FRIENDS VERSUS 	VERSUS FREUNDE 	VERSUS AMIS 	AMIGOS CONTRA 	ДРУЗЬЯ «СОПЕРНИК» 	VS AMICI		フレンド対戦
*Text.Menu.User 	NICKNAME 	SPITZNAME 	SURNOM 	APODO 	НИК 	NICKNAME		ニックネーム
Text.Menu.Guest 	Guest	Gast	Invité	Invitado	Гость	Ospite		ゲスト
Text.Menu.ControllerSupport 	[IN=UI_CycleLeft]+[IN=UI_CycleRight] CONTROLLER SUPPORT 	[IN=UI_CycleLeft]+[IN=UI_CycleRight] CONTROLLER-SUPPORT	[IN=UI_CycleLeft]+[IN=UI_CycleRight] AIDE MANETTE	[IN=UI_CycleLeft]+[IN=UI_CycleRight] COMPATIBILIDAD CON MANDO	[IN=UI_CycleLeft]+[IN=UI_CycleRight] ПОДДЕРЖКА КОНТРОЛЛЕРА	[IN=UI_CycleLeft]+[IN=UI_CycleRight] SUPPORTO CONTROLLER		[IN=UI_CycleLeft]+[IN=UI_CycleRight] コントローラーサポート
*Text.UI.ControllerVibration	HD Rumble	HD-Vibration	Vibrations HD	Vibración HD	Функция вибрации HD	Rumble HD		HD振動
*Text.Menu.RegionInfo	"You only matchmake with other players in your current region. Joining friends is possible in any region. Changing the Region may adversely affect your in-game experience, so we recommend that you don't change your region from Automatic."	"Du wirst nur mit anderen Spielern aus deiner aktuellen Region gepaart. Du kannst dich Freunden in jeder Region anschließen. Das Ändern der Region kann sich nachteilig auf dein Spielerlebnis auswirken, daher empfehlen wir, dass du die Auswahl der Region auf Automatisch belässt."	"Vous êtes uniquement mis en liaison avec les joueurs de votre région. Vous pouvez rejoindre des amis dans n'importe quelle région. La modification de la région peut affecter votre expérience de jeu, nous vous recommandons donc de laisser votre région en mode Automatique."	"Solo puedes encontrar jugadores en tu región actual. Es posible unirse a amigos en cualquier región. Cambiar la región puede afectar negativamente tu experiencia de juego, por lo que te recomendamos que no cambies tu región a Automática."	"Вы можете играть только с людьми, которые находятся в том же регионе, что и вы. Присоединиться к друзьям можно в любом регионе. Смена региона значительно скажется на взаимодействии с игрой, поэтому мы не рекомендуем отключать автоматическое определение региона."	"Il matchmaking avrà luogo solo con altri giocatori della tua regione attuale. È possibile unirsi agli amici in qualunque regione. Cambiare la regione può influenzare negativamente la tua esperienza di gioco, quindi ti consigliamo di non modificare questa opzione lasciandola su Automatico."		マッチメイクできるのは、 現在の地域にいる他のプレイヤーに限られます。 フレンドに加わることは、 どこの地域でも可能です。 地域を変更すると、 ゲーム体験に悪影響を及ぼす場合があるため、 地域を「オート」から変更することは 推奨いたしません。
								
Text.Menu.DLC  	ADD-ON CONTENT	HERUNTERLADBARER INHALT	CONTENU ADDITIONNEL	CONTENIDO DESCARGABLE	ЗАГРУЖАЕМЫЙ КОНТЕНТ	CONTENUTI SCARICABILI		追加コンテンツ
Text.Menu.NewDLC	New Add-On Available	Neuer Add-On erhältlich	Nouvelle extension disponible	Nuevo Complemento  disponible	Доступен новый Дополнение	Nuovo Add-on disponibile		新しいアドオンが登場
Text.Menu.DLCName01	The Glorious Regime	The Glorious Regime	The Glorious Regime	The Glorious Regime	The Glorious Regime	The Glorious Regime		栄光の帝国
Text.Menu.DLCDescription01  	"The Glorious Leader’s extensive propaganda campaign has brainwashed the residents of this once happy and free place into the idea they live in the greatest, most prosperous nation in the entire world. But you know otherwise…"	"Die umfangreiche Propaganda-Kampagne des Glorreichen Anführers hat die Bewohner dieses einst glücklichen und freien Ortes einer Gehirnwäsche unterzogen und ihnen eingetrichtert, sie würden in der größten und reichsten Nation der Welt leben. Aber du weißt es besser ..."	"La campagne de propagande de notre chef a convaincu les résidents de cet endroit, autrefois libre et agréable, qu'ils vivaient dans la plus grande et plus prospère nation du monde entier. Mais vous savez ce qu'il en est..."	"La exhaustiva campaña propagandística del glorioso líder les ha lavado el cerebro a los residentes de este lugar, antes libre y feliz, con la idea de que viven en la nación más prospera y grande del mundo entero. Pero tú sabes que no es así..."	"Культ личности Великого Вождя заставил жителей этой некогда счастливой и свободной страны поверить, что они представляют собой величайшую и процветающую нацию. Но вы-то знаете, что все не так..."	"La grande campagna di propaganda del Leader Glorioso ha fatto il lavaggio del cervello agli abitanti di questo posto, un tempo libero e felice. Ora credono di vivere nella nazione più grande e prospera del mondo intero. Ma tu conosci la verità..."		“栄光のリーダー”の広範な プロパガンダ戦略が奏功し、 このかつては自由で、 平和だった場所の住人たちは 今やすっかり洗脳され、 世界一偉大でリッチな 国家に暮らしていると思い込んでいる。 もちろん、キミを除けば…
Text.Menu.DLCName02	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	Wicked Ward	呪われた病棟
Text.Menu.DLCDescription02  	"Once a place for rest and recuperation, these walls now contain labs and house ghastly abominations. It’s the perfect place to perform experiments on the prisoners! Be warned… undead staff keep the peace, as ghostly apparitions wander the halls…"	"Einst war es ein Ort der Ruhe und Erholung, aber nun befinden sich hinter diesen Mauern Labore und entsetzliche Abscheulichkeiten. Der ideale Ort, um Experimente an Gefangenen durchzuführen! Sei gewarnt ... Untote Angestellte sorgen für Ruhe und Geistererscheinungen wandern durch die Flure ..."	"Autrefois un endroit dédié au repos et au rétablissement, ces murs abritent désormais des laboratoires et d'affreuses abominations. C'est l'endroit parfait pour mener des expériences sur les prisonniers ! Attention... c'est un personnel de morts-vivants qui préserve la paix, et des fantômes hantent les couloirs..."	"Lo que antaño fue un lugar para el reposo y la recuperación, ahora alberga laboratorios y horrendas abominaciones. ¡Es el lugar perfecto para realizar experimentos con los prisioneros! Ten cuidado... Los no-muertos mantienen la paz en el lugar mientras los fantasmas vagan por sus muros..."	"Когда-то в этих стенах царил покой и люди восстанавливали душевные силы. Но сейчас здесь лишь лаборатории и жуткие, искаженные создания. Отличное место для экспериментов над заключенными! Будьте осторожны... За порядком здесь следит настоящая нежить, а по коридорам бродят призраки..."	"Un tempo era un posto per riprendersi e curarsi, ma ora queste mura contengono dei laboratori e ospitano spaventosi abomini. È un luogo perfetto per fare esperimenti sui prigionieri! Meglio fare attenzione... il personale di non morti mantiene l'ordine, mentre dei fantasmi appaiono nei corridoi..."		かつては治療と回復の場所だった、 この廃病院は今や、 怪しい研究所が作られ、 おぞましい怪物や亡霊たちが徘徊し、 囚人たちへ人体実験を行うには うってつけの場所となっている。 施設を守るゾンビ看守どもには くれぐれもご注意を…
Text.Menu.GoToStore	Nintendo eShop	Nintendo eShop	Nintendo eShop	Nintendo eShop	Nintendo eShop	Nintendo eShop		ニンテンドーeショップ
Text.Menu.PrisonDLC  	В’ЯЗНИЦІ	GEFÄNGNISSE	PRISONS	PRISIONES	ТЮРЬМЫ	PRIGIONI		刑務所
Text.Menu.SeasonPassName	Season Pass	Saison-Pass	Season pass	Pase de temporada	Сезонный абонемент	Pass Stagionale		シーズンパス
Text.Menu.SeasonPassDescription	"Get access to exciting additional content for The Escapists 2 with the season pass. Test your escaping expertise by breaking out of three exhilarating new prisons with extra items, customisations and thrilling new ways to escape!"	"Hol dir Zugang zu spannendem zusätzlichen Inhalt von The Escapists 2 – mit dem Saison-Pass. Teste deine Fluchttalente, indem du aus drei neuen hochinteressanten Gefängnissen ausbrichst, mit zusätzlichen Gegenständen, Anpassungen und aufregenden Fluchtwegen!"	"Grâce au pass saisonnier, accédez au nouveau contenu d'exception de The Escapists 2. Mettez vos compétences à l'épreuve pour vous évader des trois nouvelles prisons fantastiques avec des objets supplémentaires, des options de personnalisation et de nouvelles méthodes d'évasion palpitantes !"	"Consigue acceso a contenido adicional para The Escapists 2 con el pase de temporada. ¡Pon a prueba tus habilidades de fuga de tres prisiones superemocionantes con objetos adicionales, personalizaciones y nuevas formas de escapar!"	"Приобретите сезонный абонемент на The Escapists 2 и получите доступ к потрясающим дополнительным материалам. Узнайте, насколько вы хороши в побегах: мы приготовили для вас три захватывающих новых тюрьмы, дополнительные предметы, пользовательские настройки и потрясающие новые способы побега!"	"Ottieni l'accesso a nuovi entusiasmanti contenuti in The Escapists 2 con il pass stagionale. Metti alla prova le tue capacità di fuga evadendo da tre nuove fantastiche prigioni con elementi extra, personalizzazioni e nuovi emozionanti modi di fuggire!"		シーズンパスを購入して、 「The Escapists 2」の面白くて、 やりごたえのある追加コンテンツを獲得しよう。 プレイヤーの“脱獄力”が試される、 新しい3つのぶっ飛んだ刑務所のほか、 追加のアイテムやカスタマイズ、 スリリングな新しい脱獄方法も登場！
								
Text.Menu.Streamers	Стримери (застосовується після клацу на «ВИПАДКОВО»)	Streamers (gilt nach NACH ZUFALL)	Streamers (s'applique après ALÉATOIRE)	Streamers (se aplica después de ALEATORIO)	стримеры (применяется после «СЛУЧАЙНО»)	Streamers (si applica dopo CASUALE)		ストリーマー（「ランダムセレクト」を押すと有効化） 
								
Text.SS.Delete.Title	Delete Save	Spielstand Löschen	Supprimer la sauvegarde	Borrar partida guardada	Удалить сохранить	Elimina Salvataggio		保存を削除
Text.SS.Delete.Body	Do you want to delete this save?	Möchtest du diesen Spielstand löschen?	Voulez-vous supprimer cette sauvegarde?	Quieres eliminar esta partida guardada?	Вы хотите удалить это сохранение?	Vuoi eliminare questo salvataggio?		この保存を削除しますか？
Text.SS.ConfirmDelete.Body	Save deleted	Spielstand gelöscht	Sauvegarde supprimée	Guardar eliminado	Сохранить удалено	Salva eliminato		保存の削除
Text.SS.NoSpace.Title	Out of Save Space	Kein Speicherplatz	Espace de sauvegarde maximal atteint	Sin espacio para guardar	Закончилось место для сохранений	Spazio per i salvataggi terminato	存储空间已满	セーブスペースがありません
Text.SS.NoSpace.Body	You've reached the maximum saves limit. You can delete your saves using the [IN=UI_Save] button.	Du hast das Speicherlimit erreicht. Du kannst deine Spielstände mit der Taste [IN=UI_Save] löschen.	Vous avez atteint la limite maximale de sauvegardes. Vous pouvez supprimer vos sauvegardes à l'aide du bouton [IN=UI_Save].	Has alcanzado el límite de partidas guardadas. Puedes borrar partidas guardadas con el botón [IN=UI_Save].	Достигнуто максимальное число сохранений. Удалить ненужные можно с помощью кнопки [IN=UI_Save].	Hai raggiunto il limite per i salvataggi. Puoi rimuovere i tuoi salvataggi usando il pulsante [IN=UI_Save].	您已达到存储上限。您可使用 [IN=UI_Save] 按钮删除存档释放空间。	セーブの上限数に達しています。[IN=UI_Save] で不要なセーブを削除できます。
								
Text.Menu.Legend02A	[IN=UI_Submit] ВИБРАТИ [IN=UI_Cancel] НАЗАД [IN=UI_Save] Delete Save	[IN=UI_Submit] WÄHLEN [IN=UI_Cancel] ZURÜCK [IN=UI_Save] SPIELSTAND LÖSCHEN	[IN=UI_Submit] SÉLECTIONNER [IN=UI_Cancel] RETOUR [IN=UI_Save] SUPPRIMER LA SAUVEGARDE	[IN=UI_Submit] SELECCIONAR [IN=UI_Cancel] ATRÁS [IN=UI_Save] BORRAR PARTIDA GUARDADA	ВЫБРАТЬ [IN=UI_Submit]  НАЗАД [IN=UI_Cancel] УДАЛИТЬ СОХРАНИТЬ [IN=UI_Save]	[IN=UI_Submit] SELEZIONA [IN=UI_Cancel] INDIETRO [IN=UI_Save] ELIMINA SALVATAGGIO		[IN=UI_Submit] で選択 [IN=UI_Cancel] で戻る[IN=UI_Save] 保存を削除
								
Text.Menu.SplitScreenAvilable	Інші локальні гравці можуть приєднатися, натиснувши [IN=UI_Submit]…	Zusätzliche lokale Spieler drücken zum Beitreten [IN=UI_Submit] …	"Joueurs en local supplémentaires, appuyez sur [IN=UI_Submit] pour rejoindre la partie..."	Los jugadores locales adicionales deben pulsar [IN=UI_Submit] para unirse...	"Новые локальные игроки могут присоединиться, нажав кнопку [IN=UI_Submit]..."	I giocatori locali aggiuntivi devono premere [IN=UI_Submit] per unirsi…		追加のローカルプレイヤーは[IN=UI_Submit]を押すと参加できます…
Text.Menu.SplitScreenAvilablePauseScreen	"Поверніться у гру, щоб інші локальні гравці могли приєднатися, натиснувши [IN=UI_Submit]…"	Setze das Spiel fort und zusätzliche lokale Spieler drücken zum Beitreten [IN=UI_Submit] …	"Reprenez la partie et joueurs en local supplémentaires, appuyez sur [IN=UI_Submit] pour rejoindre la partie..."	"Reanuda el juego, y los jugadores locales adicionales tendrán que pulsar [IN=UI_Submit] para unirse..."	"Возобновите игру. После этого новые локальные игроки могут присоединиться, нажав кнопку [IN=UI_Submit]..."	"Riprendi la partita, poi i giocatori locali aggiuntivi devono premere [IN=UI_Submit] per unirsi…"		ゲームを再開した後、追加のローカルプレイヤーは[IN=UI_Submit]を押すと参加できます…
Text.Menu.SplitScreenAvilablePauseScreenAlt	Additional local players press [IN=UI_Submit] in game to join…	Zusätzliche lokale Spieler drücken im Spiel zum Beitreten [IN=UI_Submit] …	"Joueurs en local supplémentaires, appuyez sur [IN=UI_Submit] en jeu pour rejoindre la partie..."	Los jugadores locales adicionales deben pulsar [IN=UI_Submit] en el juego para unirse...	"Новые локальные игроки могут присоединиться, нажав кнопку [IN=UI_Submit] в игре..."	I giocatori locali aggiuntivi premano [IN=UI_Submit] nel gioco per unirsi…		追加のローカルプレイヤーは[IN=UI_Submit]を押すとゲームに参加できます…
								
Text.Menu.DLCAvailable.Body	The Escapists: Complete Edition brings you the whole original Escapists experience including all DLC packs as well as Fhurst Peak which is exclusive to Nintendo Switch™.\n\nAvailable now.	"„The Escapists: Complete Edition“ bringt dir das ganze original Escapist-Erlebnis, einschließlich aller DLC-Pakete und dazu noch Fhurst Peak, welches exklusiv für Nintendo Switch™ ist.\n\nJetzt verfüg."	"Découvrez l'expérience originale de The Escapists grâce à cette édition complète comprenant tous les contenus téléchargeables ainsi que Fhurst Peak, une prison exclusive sur Nintendo Switch™.\n\nDisponible maintenant."	"The Escapists: Edición completa te ofrece la experiencia original de The Escapists al completo, incluidos todos los paquetes de contenido descargable y Fhurst Peak, exclusivo para Nintendo Switch™.\n\nYa disponible."	"Полный выпуск игры The Escapists дарит вам все возможности оригинальной игры, включая все наборы загружаемых материалов, а также Fhurst Peak — эксклюзивную тюрьму только для Nintendo Switch™.\n\nИгра уже доступна."	"The Escapists: Edizione Completa ti regalerà la stessa esperienza dell’originale e includerà tutti i DLC e Fhurst Peak, un’esclusiva per Nintendo Switch™.\n\nOra disponibile."		『The Escapists: Complete Edition』は、Nintendo Switch™限定の追加コンテンツ『Fhurst Peak』を含む、Escapistsの全てが詰まった特別パックです！
Text.Menu.DLCAvailable.Title	The Escapists: Complete Edition	The Escapists: Complete Edition	The Escapists: Complete Edition	The Escapists: Edición completa	The Escapists: Complete Edition	The Escapists: Edizione Completa		The Escapists：Complete Edition
END								
