Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese	
&HUD.Interact.Job.Minstrel.Reaction	Будь ласка, вивчи щось нове…	Lern bitte was anderes …	Tu ne veux pas apprendre à jouer autre chose ?	A ver si aprendemos alguna nueva...	Разучили бы что-нибудь другое…	"Per favore, impara qualcos’altro..."	能不能学点别的......	他の曲も覚えろっての…	
&HUD.Interact.Job.Minstrel.Reaction	Треба було брати вушні затички…	Hätte ich doch nur Ohrstöpsel …	J'aurais dû apporter des bouchons d'oreille...	Ojalá hubiera traído tapones...	"И где мои беруши, когда они так нужны…"	Vorrei aver portato dei tappi per le orecchie...	真希望我能想到带耳塞进来......	耳栓ないすかね…	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
									
Text.Quest.EternallyGrateful.Name	Вдячний навіки	Für immer dankbar	Reconnaissance éternelle	Agradecimiento eterno	Вечная благодарность	Eterna gratitudine	感激不尽	永遠の恩人	
Text.Quest.EternallyGrateful.Desc	"Тс-с-с! Мені потріба допомога, але це лиш між нами. Я взнав, що жив тут сторіччя тому один лицар, який відкрив таємницю вічної молодости! Він вів альманах, який був зник із бібліотеки... Знайдеш його? Шлях до безсмертя мусить бути у тій книжці."	"Psssst! Ich brauche ein wenig Hilfe, aber behalt es für dich. Ich habe rausgefunden, dass ein Ritter, der hier vor hunderten von Jahren lebte, das Geheimnis der ewigen Jugend entdeckt hat! Dieser Ritter hat ein Tagebuch geführt, das vor einiger Zeit aus der Bibliothek verschwunden ist … Kannst du es finden? Der Weg zur Unsterblichkeit muss in diesem Buch sein."	"Pssst ! J'ai besoin d'aide, mais n'en parle à personne. Il se trouve qu'un chevalier qui a vécu ici il y a des siècles a découvert le secret de la jeunesse éternelle ! Il a tenu un journal, qui a disparu de la bibliothèque il y a quelque temps... Peux-tu le retrouver ? Ce livre doit renfermer la clé de l'immortalité."	"¡Tssss! Necesito ayuda, pero tiene que quedar entre nosotros. ¡He descubierto que un caballero que vivió aquí hace cientos de años se hizo con el secreto de la juventud eterna! Había un diario, pero desapareció de la biblioteca hace tiempo... ¿crees que podrías encontrarlo? El camino a la inmortalidad tiene que estar en ese libro."	"Эй! Только тихо. Мне нужна помощь, но обещайте сохранить это в тайне. Я знаю, что живший здесь столетия назад рыцарь нашел секрет вечной молодости! Он оставил записи, однако некоторое время назад они исчезли из библиотеки… можете поискать их? Путь к бессмертию должен быть в них."	"Psssst! Mi serve una mano, ma è un segreto. Ho scoperto che un Cavaliere vissuto qui centinaia di anni fa aveva trovato il segreto per l’eterna giovinezza! Teneva un diario che è scomparso dalla biblioteca qualche tempo fa... riesci a trovarlo? Il sentiero per l’immortalità dev’essere in quel libro."	噗斯！我需要一点帮助， 但一定要保密。 我发现了一位已经在这里住了几百年的骑士， 他发现了永生的秘密！他们手里有一本日记， 前对时间从图书馆消失了......你能找到它吗？长生不老的秘密一定在那本日记里。 	おい、あんた！ 助けが必要なんだ。 ただし、秘密は守ってもらうぜ。 数百年前 ここに住んでた騎士はどうやら、 若さを永遠に保つための 方法を見つけたらしい。 それを記した日記が あったんだが、 ちょっと前に 図書館から 消えちまってよ… この日記を見つけてくれないか？ 不老不死の答えを 手に入れるためによ？	
Text.Quest.EternallyGrateful.FirstObjective	Візьміть пред. $ItemToGet та поверніться до перс. $QuestGiver	Hole $ItemToGet und bringe es $QuestGiver zurück	Trouver $ItemToGet et retourner voir $QuestGiver	Obtén el/la $ItemToGet que devolver a $QuestGiver.	Забрать и вернуть владельцу $QuestGiver : $ItemToGet	Ottieni $ItemToGet e dai l’oggetto a $QuestGiver	获取 $ItemToGet 并回去找 $QuestGiver 	$ItemToGet を入手し、$QuestGiver に届ける	
Text.Quest.EternallyGrateful.Pt2.Desc	"Інтересно… ах… тож… ага. Зрозумів. Тож існує скрижаль, про яку згадує лицар, що має містити в собі ключ до вічної юности. Артефакт такого калібру має бути в офісі начальника. Будь ласка, забери його для мене."	"Interessant … ah … also … ja. Ich verstehe. Also, der Ritter hat eine Steintafel gefunden, die der Schlüssel zu ewiger Jugend sein muss. Ein Artefakt dieses Kalibers muss im Büro des Wächters sein. Bitte hole es für mich zurück."	"Intéressant... Hum... Ah... Oui. Je vois. Le chevalier aurait donc trouvé une tablette de pierre. Elle doit indiquer la voie ! Un artefact de cette importance doit se trouver dans le bureau du directeur. Va me le chercher, tu veux ?"	"Interesante… ah… pues… sí. Ya veo. Bueno, el caballero recuperó una tabla de piedra que parece contener el secreto de la juventud infinita. Un artefacto de ese calibre tiene que estar en la oficina del alcaide. Por favor, tráemelo."	"Интересно… хм… о… да. Верно. Итак, рыцарь нашел каменную табличку, на которой должен быть ключ к вечной молодости. Такой артефакт должен храниться в кабинете надзирателя. Прошу вас достать его для меня."	"Interessante... ah... quindi... sì. Capisco. Quindi esiste una tavoletta di pietra che il Cavaliere aveva recuperato e che contiene la chiave per la giovinezza eterna. Un manufatto di quel calibro deve trovarsi nell’ufficio del direttore. Per favore, recuperala per me."	有意思......啊......好吧。 我明白了。 所以， 那位骑士曾获得了一块石碑， 石碑就是永生的关键。 像那样的古董一定在典狱官办公室里。 拜托了， 帮我拿过来。 	こいつは興味深い… ふむふむ… ああ… そうか。 なるほど。 不老不死のカギとなるのは、 騎士がかつて入手した 石板ってわけだ。 こうしたお宝は 所長室のどこかに あるもんだと相場が決まってる。 お願いだ、 見つけてきてくれ。	
Text.Quest.EternallyGrateful.SecondObjective	Візьміть пред. $ItemToGet та поверніться до перс. $QuestGiver	Hole $ItemToGet und bringe es $QuestGiver zurück	Trouver $ItemToGet et retourner voir $QuestGiver	Obtén el/la $ItemToGet que devolver a $QuestGiver.	Забрать и вернуть владельцу $QuestGiver : $ItemToGet	Ottieni $ItemToGet e dai l’oggetto a $QuestGiver	获取 $ItemToGet 并回去找 $QuestGiver 	$ItemToGet を入手し、$QuestGiver に届ける	
Text.Quest.EternallyGrateful.Pt3.Desc	"Та… ах, добре… як цікаво… Виявляється, що цей скрижаль насправді-то написаний стародавньою мовою, яку я не розумію. Але ніц, адже, боюся, ми не одні розгадуємо цю загадку! Я бачив, як хтось пив із якоїсь дивної ємности. Саме *вона* має бути ключем до вічної молодости. Негайно ж її забери!"	"Richtig … ah, okay … äußerst interessant … Ich stelle fest, dass diese Tafel in der Tat … in einer alten Sprache geschrieben ist, die ich nicht verstehe. Aber das ist jetzt nicht wichtig, ich fürchte, wir stellen uns dieser Aufgabe nicht allein! Ich habe Jemand aus etwas Ungewöhnlichem trinken sehen, *das* muss das Geheimnis der ewigen Jugend sein. Hole es sofort zurück!"	"Très bien... Ah, d'accord... Comme c'est intéressant... J'en déduis que cette tablette est... en fait... écrite dans une langue que je ne parle pas. Mais peu importe, car j'ai bien peur que nous ne soyons pas les seuls sur le coup ! Tout à l'heure, j'ai aperçu quelqu'un buvant quelque chose dans un contenant inhabituel. Ça contient sans doute le secret de la jeunesse éternelle. Retrouve-le immédiatement !"	"Bien… ah, vale… qué interesante… puedo deducir que esta tabla está, de hecho… escrita en un antiguo lenguaje que me es incomprensible. ¡Pero eso no importa porque parece que ya no estamos solos en esta misión! Antes vi a alguien bebiendo de un recipiente bastante extraño, *ese* debe ser el secreto de la juventud eterna. ¡Recupéralo de inmediato!"	"Ладно… хм… ага… как интересно… Могу сказать, что надписи на табличке… сделаны на древнем языке, который я не понимаю. Но сейчас это неважно: боюсь, мы не одиноки в наших поисках! Мне повезло увидеть, как кого-то пьет из какого-то необычного сосуда — наверняка секрет вечной молодости именно в нем. Нужно срочно его заполучить!"	"Giusto... ah, ok... molto interessante... deduco che questa tavoletta, in realtà... è scritta in un’antica lingua che non conosco. Fa niente... temo che non siamo soli nella nostra ricerca! Ho visto qualcuno bere qualcosa di strano prima. Dev’essere *quello* il segreto dell’eterna giovinezza. Recuperalo subito!"	好吧......啊， 好吧......真有趣......我推断这块石碑......是以一种我无法理解的古老语言写的。 但无所谓， 在追寻永生的道路上不止有我们！我早些时候看到 有人 喝了某种不寻常的东西， *那* 一定就是永生的秘密。 快去抢过来！	なるほど… ああ、 そうか… こいつはとても興味深い… この石板は… オレには理解できない 古代語で 書かれている。 だが心配はご無用だ、 志を同じくする仲間は ほかにもいるのだから！ 実はさっき、 謎めいた容器で 何かを飲んでる奴がいたんだ。 「あれ」ぞ 不老不死の秘伝に 違いない。 今すぐ 入手してくれ！	
Text.Quest.EternallyGrateful.ThirdObjectiveOLD	"Дайте прочухана перс. $CombatTarget та дістаньте посудину вічної молодости, багацтва, вроди тощо"	"Verprügle $CombatTarget und hole das Gefäß für ewige Jugend, Wohlstand, gutes Aussehen und so weiter zurück. "	"Mets une raclée à $CombatTarget et récupère le réceptacle de la jeunesse, de la richesse et de la beauté éternelles. "	"Vence a $CombatTarget y recupera el Cáliz de la eterna juventud, riqueza y buenorrismo... "	"Разберитесь с жертвой $CombatTarget и заполучите сосуд вечной молодости, изобилия, красоты и всего такого. "	"Suonale a $CombatTarget e recupera il Contenitore dell’Eterna Giovinezza, ricchezza, bellezza e tutto il resto. "	击败 $CombatTarget， 获得装有永生的容器， 财富和外貌等。  	$CombatTarget をぶちのめし、「永遠の若さ、富、美貌もろもろの杯」を回収する	
									
									
Text.Quest.ItBelongsInAMuseum.Name	Його місце в музеї!	Das gehört in ein Museum!	Sa place est dans un musée !	¡Pertenece al museo!	Это собственность музея!	È un pezzo da museo!	它属于博物馆！	歴史オタク	
Text.Quest.ItBelongsInAMuseum.Desc	"Це місце сповнене історією й це дивовижно! Але знаєш, шо мене дуже бісить? Суцільна зневага до цієї споруди та інтер’єру в ній. Я написав цей рекомендаційний лист про нинішнє обслуговування будівлі. Будь ласка, достав його комусь із працівників, шоби потім лист передали начальнику."	"Dieser Ort ist geschichtsträchtig, das ist wirklich beeindruckend! Aber weißt du, was mich wirklich nervt? Die totale Respektlosigkeit gegenüber diesem Gebäude und den Gegenständen darin. Ich habe dieses Empfehlungsschreiben für die weitere Pflege des Gebäudes verfasst. Bitte bringe es einem Mitarbeiter, damit es an den Wächter weitergereicht wird."	"Cet endroit est imprégné d'histoire, c'est fascinant ! Mais tu sais ce qui me rend dingue ? Le manque total de respect à l'égard de cette structure et des objets qu'elle abrite. J'ai écrit cette lettre offrant quelques recommandations pour veiller à la préservation du lieu. Apporte-la à un membre du personnel qui la transmettra au directeur."	"¡En este lugar se respira historia, es alucinante! ¿Pero sabes qué es lo que me saca de quicio? La total falta de respeto hacia este edificio y los objetos que contiene. He escrito esta carta con recomendaciones sobre cómo cuidar este sitio. Por favor, dásela a algún miembro del personal, así llegará al alcaide."	"Здесь все пропитано духом древности — просто невероятно! И знаете, что меня возмущает до глубины души? Полное неуважение к этому зданию и тому, что оно хранит. Я написал письмо с рекомендациями по постоянному уходу за зданием и прошу вас доставить его кому-нибудь из персонала, кто сможет передать его надзирателю."	"Questo posto è intriso di storia, è spettacolare! Ma sai cosa mi fa davvero saltare i nervi? La completa mancanza di rispetto per quest’edificio e gli oggetti in esso contenuti. Ho scritto questa lettera in cui raccomando la preservazione costante dell’edificio. Per favore, consegnala a un membro del personale così che possa passarla al direttore."	这个地方见证了历史， 真是太不可思议了！但你知道令我真正无法忍受的是什么吗？是对这栋建筑和其中物品的不尊重。 我就现在对于这栋建筑的护理写了一份建议信。 麻烦你， 将它交给一位员工， 使它能转到典狱官手上。 	この城は歴史に 彩られていて、 本当にすごいよなあ！ でも 納得いかないことが ひとつあってよ。 この建物や その中にあるモノを みんな軽々しく 扱いすぎってことさ。 だから、 この建物の現在の 管理法について、 改善案を手紙にまとめた。 こいつを職員の誰かに 届けてくれ。 そうすれば 所長も 読んでくれるはずだ。	
Text.Quest.ItBelongsInAMuseum.FirstObjective	Віднесіть пред. $ItemToGet перс. $DeliverItemTo 	Liefere „$ItemToGet“ an $DeliverItemTo 	Livrer $ItemToGet à $DeliverItemTo 	Entrega a $DeliverItemTo: $ItemToGet. 	Передать: $ItemToGet. Кому: $DeliverItemTo 	Consegna $ItemToGet a $DeliverItemTo 	将 $ItemToGet 交给 $DeliverItemTo  	$ItemToGet を $DeliverItemTo に届ける	
Text.Quest.ItBelongsInAMuseum.Pt2.Desc	"Як і багато хто з моїх колег, я використовував зубну щітку, шоб обережно чистити тутешні артефакти. Зауваж, шо «використовував»… Особа, в чию зацікавленість моєю працею я, на жаль, повірив, узяла цю щітку та заточила її. Будь ласка, знайди… щітку та знищ її, бо я вже це все не витримую.  "	"Wie viele meiner Kollegen habe ich eine Zahnbürste benutzt, um diese Artefakte sorgfältig zu reinigen. Beachte das Wort „benutzt“ … Vergangenheit. Eine Person, von der ich bedauerlicherweise annahm, sie wäre an meiner Arbeit interessiert, hat die besagte Zahnbürste genommen und eine Klinge daraus gemacht. Bitte. Bring die … „Klinge“ zurück und zerstöre sie. Ich kann den Gedanken nicht länger ertragen.  "	"Comme bon nombre de mes collègues, je me servais d'une brosse à dents pour nettoyer soigneusement les artefacts. On notera l'emploi du passé. Un individu intéressé par mon travail, ou du moins je le pensais, a volé ma brosse à dents et l'a taillée pour en faire une lame. S'il te plaît. Retrouve cette... ""lame"" et détruis-la. Ça me fait mal rien que d'y penser.  "	"Como muchos de mis compañeros, usaba un cepillo de dientes para limpiar con cuidado los artefactos. He dicho “usaba”, en pasado. Pero alguien que creí que estaba interesado en mi trabajo, craso error, lo cogió y lo convirtió en un puñal. Por favor... Recupera el... “puñal” y destrúyelo, no quiero seguir pensando en ello.  "	"Я, как и многие мои коллеги, для мягкой чистки артефактов использовал зубную щетку. Заметьте: «использовал», прошедшее время. Человек, который, как я полагал (к великому сожалению), интересуется моей работой, забрал эту зубную щетку и превратил ее в заточку. Прошу вас, заберите эту… заточку и уничтожьте ее — иначе я не смогу спать спокойно.  "	"Come molti dei miei colleghi, ho usato uno spazzolino per pulire delicatamente i manufatti che si trovano qui. Nota l’uso del verbo “ho usato”... è al passato. Un individuo che, con mio rammarico, credevo fosse interessato al mio lavoro ha rubato il suddetto spazzolino e l’ha fatto diventare un coltello. Per favore. Recupera quel... “coltello” e distruggilo. Non posso sopportare di pensarci più a lungo di così.  "	与其他人一样， 我曾使用牙刷清洁这里的古董。 注意用词“曾使用”......是过去式。 有一个我曾以为像我一样对这份工作感兴趣的人拿走了我提到的牙刷， 并开始使用小刀进行清洁工作。 拜托。 拿到......“小刀”并毁掉它， 我想都不敢想。   	オレもみんなを見習ってさ、 この城の芸術品を 歯ブラシで優しく 磨いてやったもんさ。 過去形だけどな。 信用できると 思ってた奴に 歯ブラシを取られて、 ナイフに 加工されちまったんだ… お願いだ、 あの「ナイフ」をぶっ壊してくれ。 もう思い出すのも イヤなんだ。	
Text.Quest.ItBelongsInAMuseum.SecondObjective	Дістаньте та знищте пред. $ItemToDestroy1	Besorge und zerstöre „$ItemToDestroy1“	Retrouver et détruire $ItemToDestroy1	Recupera y destruye el $ItemToDestroy1.	Найти и уничтожить: $ItemToDestroy1	Recupera e distruggi $ItemToDestroy1	拿到并毁掉 $ItemToDestroy1	$ItemToDestroy1 を入手し、処分する	
Text.Quest.ItBelongsInAMuseum.Pt3.Desc	"$CombatTarget використав дорогоцінний кинджал, шоби… підстригти нігті на ногах. Як же огидно. Повір, якби він таке зробив у давнину, то йоги би не помилували… Змайструй пред. $ItemToCraft та гарненьно його потовчи! Покажи йому істинне призначення такого оружжя!"	"$CombatTarget hat einen authentischen Dolch benutzt, um … sich die Zehennägel zu schneiden. Ekelhaft. Ich sage dir, in den guten alten Zeiten wäre so ein Verhalten nicht toleriert worden … Stelle „$ItemToCraft“ her und sorge für eine ordentliche Abreibung! Zeig dem Ekel, wie man diese Ausrüstung einsetzt!"	"$CombatTarget se sert d'une dague authentique pour... se couper les ongles de pied. C'est répugnant. Laisse-moi te dire que dans le temps, ce genre de comportement ne serait pas resté impuni... Fabrique l'objet $ItemToCraft et donne-lui une bonne raclée ! Montre-lui à quoi ce genre d'armes est vraiment destiné !"	$CombatTarget ha estado usando una daga de verdad... para cortarse las uñas de los pies. Qué asco. Ya te digo que en mis tiempos no habríamos tolerado ese comportamiento... ¡Crea un $ItemToCraft y dales su merecido! ¡Muéstrales cómo hay que usar este equipamiento!	"$CombatTarget использует старинные кинжалы… чтобы обрезать ногти на ногах. Отвратительно. Уверяю вас, в старые добрые времена такого поведения никто не стерпел бы… Сделайте $ItemToCraft и используйте по назначению! Покажите, как надо!"	"$CombatTarget usa un autentico pugnale antico per… tagliarsi le unghie dei piedi. Disgustoso. Ti dirò, se fossero ancora i vecchi tempi, un tale comportamento non verrebbe tollerato... Crea $ItemToCraft e suonagliele sode! Fagli vedere come si dovrebbe usare quell’arma!"	$CombatTarget 一直在用匕首......割掉它们的鼻子。 真令人作呕。 我跟你说， 如果在过去， 这样的行为是要遭受酷刑的......制作一个 $ItemToCraft， 给他们一个教训！告诉他们这东西应该怎么用！	$CombatTarget の野郎… 本物のダガーで 足の爪を切ってやがる。 ヘドが出るっての。 中世だったら、 こんな愚行は許されねえ… リンチ間違いなしだって… だから $CombatTarget を作って、 ヤロウをボコボコにしてやってくれ！ そいつの本当の使い道を、 奴の体に 叩き込んで やってくれ！	
Text.Quest.ItBelongsInAMuseum.ThirdObjective	Дайте прочухана перс. $CombatTarget, використовуючи пред. $ItemToCraft	Verprügele $CombatTarget mit „$ItemToCraft“	Battre $CombatTarget avec $ItemToCraft	Da una paliza a $CombatTarget con: $ItemToCraft.	Избить цель: $CombatTarget. Орудие: $ItemToCraft	Picchia $CombatTarget con $ItemToCraft	用 $ItemToCraft 教训 $CombatTarget 	$CombatTarget を $ItemToCraft でぶちのめす	
									
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.DLC05.Cutscene.Intro.A	Доброго ранку	Morgen!	Salut !	Buenos días	Доброе утро	‘Giorno	早啊	ごきげんよう	
Text.DLC05.Cutscene.Intro.B	Сподіваюся, ти полюбляєш історичні драми…	"Ich hoffe, du bist ein Fan von Geschichtsdramen …"	J'espère que tu aimes les drames historiques...	Espero que te gusten los dramas históricos...	"Надеюсь, вам нравятся исторические драмы…"	Spero che tu sia un fan dei drammi storici...	希望你对历史剧感兴趣......	歴史ドラマは好きかね？	
Text.DLC05.Cutscene.Intro.C	Тому що скоро опинишся в одній із них	"Weil du im Begriff bist, dich in einem wiederzufinden."	Car tu es sur le point d'en vivre un.	Porque vas a meterte de lleno en uno.	Потому что вы почти вляпались в одну из них	Perché stai per ritrovarti in uno di loro	因为你即将走入历史	これからキミは、その世界に足を踏み入れるのだ	
Text.DLC05.Cutscene.Intro.D	Вітаємо в замку Лок!	Willkommen im Locke Castle!	Bienvenue au château de Locke.	Te damos la bienvenida al castillo Locke.	Добро пожаловать в замок Локк	Ti do il benvenuto a Castel Locke	欢迎来到洛克城堡	ロック城へようこそ！	
Text.DLC05.Cutscene.Intro.E	"Що оточений ровом з водою"	Umgeben von einem Wassergraben.	L'endroit est protégé par des douves.	Rodeado de un foso de agua estancada.	Окруженный рвом с застоявшейся водой	Circondato da un fossato d’acqua stagnante	被一条污浊的护城河环绕	周囲は悪臭を放つ堀や	
Text.DLC05.Cutscene.Intro.F	"Та потужними камʼяними стінами!"	Und dicken Steinmauern.	Et d'épaisses murailles en pierre.	Y gruesos muros de piedra.	И толстыми каменными стенами	E da spesse mura di pietra	还有密不透风的石墙	分厚い城壁で囲まれている	
Text.DLC05.Cutscene.Intro.G	Ти не драпанеш звідси…	Du kommst hier nicht raus …	Donc tu n'es pas près de sortir...	No vas a salir de aquí...	Вам отсюда не выбраться…	Non uscirai di qui...	你逃不出去的......	逃げ出すのは不可能だ…	
									
Text.DLC05.Cutscene.Intro.H	Будівля та її інтерʼєр дуже давні	Das Gebäude und alles darin ist sehr alt.	C'est un lieu très ancien.	Este edificio y sus objetos son muy antiguos.	"И здание, и обстановка внутри дышат древностью"	L’edificio e ciò che contiene sono molto vecchi	这栋建筑和里面的东西都非常古老	この城は外も中もとても古い	
Text.DLC05.Cutscene.Intro.I	Тому стався до них з повагою!	Behandle es mit Respekt.	Traite-le avec respect.	Trátalos con respeto.	Проявите к этим стенам уважение	Trattali con rispetto	小心点	敬意をもって扱うように！	
Text.DLC05.Cutscene.Intro.J	Ти уже бува за ґратами…	Du warst schon mal hinter Gittern …	Comme tu as déjà séjourné derrière les barreaux...	Ya sabes lo que es estar entre rejas...	Вы бывали за решеткой раньше…	Sei già stato dietro le sbarre...	你什么时候进来的......	刑務所の掟は先刻承知と思うが…	
Text.DLC05.Cutscene.Intro.K	Отже, знаєш про важливість перекликів…	"Also weißt du, dass du zum Appell erscheinen musst."	Tu dois savoir que si tu ne te présentes pas à l'appel...	Así que sabes que hay que volver al pase de lista.	"Поэтому знаете, что такое перекличка"	Quindi sai che devi presentarti all’Appello	所以你知道如果点名未到	点呼をすっぽかそうものなら…	
Text.DLC05.Cutscene.Intro.L	… і біль кийків	Sonst kriegst du ’ne Tracht Prügel.	C'est une bonne raclée qui t'attend.	O las cosas se pondrán feas.	И синяки по всему телу	O te le suoneranno	就要挨打吧	罰を受けてもらうぞ	
									
Text.DLC05.Cutscene.Intro.M	Харчування діється у великій залі	Mahlzeiten werden in der großen Halle eingenommen.	Les repas sont pris dans la grande salle.	Se servirán las comidas en el gran salón.	Кормить вас будут в большом зале	I pasti verranno serviti nella sala grande	饭厅在大礼堂	食事はこの大広間でとる	
Text.DLC05.Cutscene.Intro.N	Але за наказом начальника…	Aber auf Anordnung des Wächters …	Mais sur ordre du directeur...	Pero por orden del alcaide...	Но по приказу надзирателя…	Ma per ordine del direttore...	但要按照典狱官的命令进行......	だが所長の命令により…	
Text.DLC05.Cutscene.Intro.O	Ми заховали усі вишукані блюда	haben wir die „schicken Teller“ weggeschlossen.	On a planqué les plats de bourgeois.	No vamos a utilizar la vajilla “buena”	«Роскошные тарелки» заперты подальше	Abbiamo messo via i “piatti belli”	我们已经粗茶淡饭好久了	「高級な皿」は使用禁止だ	
									
Text.DLC05.Cutscene.Intro.P	Спортзал не дасть занудьгувати:	Der Fitnessraum sollte dich auf Trab halten.	La salle de sport devrait t'occuper un peu.	El gimnasio debería mantenerte ocupado	Тренажерный зал поможет не заскучать	La Palestra potrebbe aiutarti a far passare il tempo	健身房应该可以使你忙碌起来	退屈したらこのジムに来るといい	
Text.DLC05.Cutscene.Intro.Q	"У здоровому тілі - здоровий дух…"	"Gesunder Körper, gesunder Geist …"	Un esprit sain dans un corps sain...	"Cuerpo sano en mente sana, dicen..."	В здоровом теле — здоровый дух…	Mens sana in corpore sano...	健康的身体， 带来健康的心灵......	健康な肉体、健康な精神…	
Text.DLC05.Cutscene.Intro.R	Якщо таке цікавить тебе	Falls das was für dich ist.	"Enfin, si c'est ton truc."	Si es que te gustan esas cosas.	Если вам такое занятие по душе	Se ti piace quel genere di cose	如果你对健身感兴趣的话	そういったものに興味があればの話だがね	
									
Text.DLC05.Cutscene.Intro.S	Деякі частини нашого замку…	Einige Teile der Burg sind ein wenig …	Certaines sections du château sont...	Hay partes del castillo un poco...	Замок местами…	Alcune parti di questo castello sono un po’...	城堡的有些地方......	城の中には一部…	
Text.DLC05.Cutscene.Intro.T	… крихкі як порцеляна	heruntergekommen.	Dans un sale état.	descuidadas.	не в лучшем состоянии	provate dall’età	还是不要了解为好	ガタが来てる場所もある	
Text.DLC05.Cutscene.Intro.U	Тож будь обережний	Also sei vorsichtig!	Alors fais attention.	Así que ten cuidado.	Поэтому будьте начеку	Quindi fa’ attenzione	所以一定要小心	十分気を付けるように	
									
Text.DLC05.Cutscene.Intro.V	"Що ж, тур завершено"	"Okay, die Tour ist vorbei."	"Allez, c'est tout pour la visite."	"Bien entonces, se acabó el recorrido guiado."	С осмотром закончили	"Bene, allora, il tour finisce qui"	就这样， 旅行结束	よろしい、案内は終了だ	
Text.DLC05.Cutscene.Intro.W	Шуруй у камеру	Ab in deine Zelle.	Direction ta cellule.	A tu celda.	Камера уже ждет вас	Va’ in cella	回牢房去吧	監房へ向かいたまえ	
Text.DLC05.Cutscene.Intro.X	Підняти міст! 	Hebt die Zugbrücke! 	Remontez le pont-levis ! 	¡Cerrad el puente levadizo! 	Поднять мост! 	Alzate il ponte levatoio! 	关闭吊桥！ 	跳ね橋を上げろ！	
									
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.DLC05.Cutscene.SPEscape.A	Пані та панове!	Meine Damen und Herren!	"Bonjour à tous,"	"Damas y caballeros,"	Дамы и господа	Signore e signori	女士们先生们	お集りの皆さん！	
Text.DLC05.Cutscene.SPEscape.B	Дякую, що прибули на зібрання	"Danke, dass Sie an dieser Versammlung teilnehmen."	Merci d'assister à cette réunion.	Gracias por venir.	"Благодарю, что вы смогли прийти"	Grazie per essere venuti a questa riunione	感谢你们能忽视我们目前出现的财政黑洞	まずはご足労いただき感謝する	
Text.DLC05.Cutscene.SPEscape.C	Щодо фінансової діри, в яку ми якось потрапили…	"Das finanzielle schwarze Loch, in das wir irgendwie geraten sind …"	En ce qui concerne le gouffre financier dans lequel nous sommes...	Con respecto a la falta de dinero en la que estamos inmersos...	"Что касается финансовой черной дыры, в которую нас засасывает"	Che tratterà del buco nero finanziario in cui siamo capitati in qualche stramba maniera	前来参加这次会议	当刑務所の泥沼的な赤字経営については…	
Text.DLC05.Cutscene.SPEscape.D	Ох… не варто було це читати	Oh … das hätte ich nicht vorlesen sollen.	Oh... Je n'aurais pas dû lire cette partie.	Oh... no tendría que haber leído eso.	Ой… не оттуда прочитал	Oh... questo non avrei dovuto leggerlo	哦......不应该这么说	おっと… 今のは余計だった	
Text.DLC05.Cutscene.SPEscape.E	"Усе гаразд, справді…"	"Alles ist in Ordnung, wirklich …"	"Tout va bien, vraiment..."	"Todo va bien, en serio..."	"Все у нас хорошо, правда…"	"Va tutto benissimo, davvero..."	我们一切正常， 真的......	心配する必要はまったくない、本当だ…	
Text.DLC05.Cutscene.SPEscape.F	Розпочнімо!	Fangen wir an!	Commençons.	Comencemos.	"Итак, начнем"	Cominciamo	开始吧	さあ始めよう！	
Text.DLC05.Cutscene.SPEscape.G	З понеділка більше жодних безплатних обідів	Ab Montag wird kein kostenloses Mittagessen mehr ausgeteilt.	Les déjeuners du lundi ne seront plus gratuits.	No se darán más comidas gratis a partir del lunes.	С понедельника бесплатные обеды отменяются	"Da lunedì, non ci saranno più pranzi gratis"	从周一起不会再发放免费的午餐	月曜から、無料の昼食は廃止とする	
Text.DLC05.Cutscene.SPEscape.H	Ох, та ну…	"Oh, komm schon …"	C'est une blague...	"Oh, venga ya..."	Ну как же так…	"Oh, e dai..."	拜托......	おいおいウソだろ…	
Text.DLC05.Cutscene.SPEscape.I	Що…	Was …	Quoi...	"Pero, ¿qué...?"	Что за…	Che cosa...	什么......	なんだと…	
Text.DLC05.Cutscene.SPEscape.J	*Зітхає*	*seufz*	Pff...	*suspiro*	*вздох*	*Sigh*	*哎*	ハァ…	
Text.DLC05.Cutscene.SPEscape.K	Га?...	Häh? …	Hein ?	¿Eh...?	Чего?…	Eh?...	啊？......	うん？…	
Text.DLC05.Cutscene.SPEscape.L	"Ти бʼєшся з доблестю сотні мужів, лицарю"	"Du kämpfst mit der Stärke vieler Männer, Ritter!"	"Vous combattez avec la force de cent hommes, chevalier."	"Luchas con la fuerza de varios hombres, caballero."	Вы противостоите силе множества рыцарей	"Combatti con la forza di molti uomini, cavaliere"	人多势众， 骑士	騎士よ、一騎当千の力をここに示すのだ	
Text.DLC05.Cutscene.SPEscape.M	Певен, ми можемо домовитись…	"Ich bin mir sicher, dass wir uns einigen können …"	Nous pouvons certainement trouver un accord...	Seguro que podemos llegar a un acuerdo...	"Уверен, мы сможем договориться…"	Di sicuro possiamo trovare un accordo...	我确信我们可以达成共识......	話せばわかるはずだ、話し合おう…	
