Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Inmates.AttackedRunsAway	Я не хочу врізати дуба!	Ich will nicht sterben!	Je veux pas mourir !	¡No quiero morir!	Я не хочу умирать!	Non voglio morire!	我不想死！ 	死にたくな～い！			
&Text.Guards.Showers	Я хочу, аби ви всі мали пристойний вигляд!	"Ich will, dass du präsentabel aussiehst!"	Je veux que vous soyez présentables !	¡Quiero que estéis presentables!	"Я хочу, чтобы вы выглядели презентабельно!"	Voglio che siate presentabili!	我要你们这帮人看起来体体面面的！ 	せめて人前に出られる姿になれ！			
&Text.Inmates.FoodHall	Хочу зробити грінку...	Ich würde gerne anstoßen ...	J'aimerais porter un toast...	Quisiera proponer un brindis...	Я хотел бы сказать тост...	Vorrei fare un brindisi...	我想要祝酒……	一杯やりてえなぁ…			
&Text.Inmates.JobChat	Я б найняв себе	Ich würde mich nehmen.	J'assure.	Yo me contrataría.	Нанял бы себя	Mi assumerei	换了我就雇我这样的	自分を雇いたい			
&Text.NPC.Maintenance.Idle	Забули про мене	Ich wurde vergessen.	Personne ne m'aime.	Estoy olvidado.	Я всеми забыт	Sono dimenticato da tutti	我被遗忘了	私は忘れられている			
&Text.Guards.EscapeAttempt	Так і знав!	Ich wusste es!	Je le savais !	¡Lo sabía!	Я знал!	Lo sapevo!	我就知道！ 	やっぱりか！			
&Text.Guard.SentToContrabandDesk	Так і знав!	Ich wusste es!	Je le savais !	¡Lo sabía!	Я знал!	Lo sapevo!	我就知道！ 	やっぱりか！			
&Text.GuardAlert.DisguiseCaught	Я так і знав, шо то ти!	"Ich wusste, du warst das!"	Je le savais !	¡Sabía que eras tú!	"Я знал, что это ты!"	Sapevo fossi tu!	我就知道是你！ 	おまえだと思った！			
&Text.Guard.SentToContrabandDesk	Я знав, що в них шось є!	"Ich wusste, sie waren verdächtig!"	Je savais qu'ils avaient un truc louche !	¡Sabía que tenían algo que ocultar!	"Я знал, что у них есть что-то подозрительное!"	Sapevo che nascondevano qualcosa!	我就知道他们藏了可疑的东西！ 	あいつは怪しいと思ったが！			
&Text.Guard.CharacterAttacking	Ну все…	Ich zeig dir ...	C'est parti...	Ya empieza...	Ну все...	"Va bene, allora..."	哦， 开始了……	こいつは戦争だ…			
&Text.Inmates.Banter	Я встановлюю правильні зв’язки	Ich zieh die richtigen Schlüsse.	Je n'ai que de bonnes relations.	Estoy haciendo las conexiones adecuadas.	Я нахожу только нужные контакты	Sto facendo i collegamenti giusti	我正在建立正确的关系	オレはあちこちに顔がきく			
&Text.Visitor.Banter	Я переїжджаю на край світу	Ich zieh weit weg.	Je vais déménager loin.	Me voy muy lejos.	Я ухожу	Mi trasferisco	我要搬去很远的地方	遠くへ引っ越すんだ			
&Text.Visitor.Banter	Я повертаюся до колишнього	Ich zieh wieder mit der Ex-Flamme zusammen.	Je me remets avec mon ex.	Me vuelvo a mudar con mi ex.	Я возвращаюсь к бывшей	Torno col mio ex	我要搬回去和前任一起住	元ヨメとまた暮らすことにした			
&Text.Inmate.ProcessingItemJob	Я. ЛЮБЛЮ. СВОЮ. РОБОТУ!	ICH. LIEBE. MEINEN. JOB!	J'ADORE. MON. TAF !	ADORO. MI. ¡TRABAJO!	ЛЮБЛЮ. СВОЮ. РАБОТУ!	AMO. IL. MIO. LAVORO!	我…… 爱…… 这份工作！ 	この仕事が大好きだぁぁぁ！			
&Text.Inmates.PlayerRep1	Знайдено закоренілого дебіла	Idiot gefunden.	"Détection de débile, ici."	"Confirmado, tenemos un idiota."	Обнаружен конченый придурок	Idiota individuato	确认， 已找到那个蠢货	絶対バカだろ			
&Text.Inmates.FoodHall	Фу...	Igitt!	Argh...	Puaj…	Уф-ф...	Ugh...	呃……	おえぇ…			
&Text.NPC.Janitor	Ви брудний скот!	Ihr dreckigen Viecher!	Sales bêtes !	¡Animales!	Ах вы грязные животные!	Sporchi animali!	你们这帮肮脏的畜生！ 	汚らわしいケダモノどもが！			
&Text.NPC.Warden	Ви викликаєте в мене огиду	Ihr ekelt mich an.	Vous me dégoûtez.	Me asqueáis.	Вы меня разочаровали	Mi disgustate	你们这帮人令我恶心	キミらにはヘドが出る			
&Text.Guards.RollCallStart	А ви не поспішали сюди!	"Ihr habt euch Zeit gelassen, hierherzukommen!"	Vous avez pris votre temps pour venir ici !	¡Habéis tardado mucho en llegar!	Как-то ты не спешил!	Ve la siete presa comoda!	你们还真悠哉啊！ 	いつまでかかってる！			
&Text.Guards.RollCallMain	Ви ще легко відбулися	Ihr hattet es leicht.	Tout vous est donné.	Lo habéis tenido fácil.	Пока вы не напрягались	Avevate vita facile	便宜你们了	ラクに生きてきやがって			
&Text.Guards.RollCallMain	Час для веселощів минув	Ihr hattet genug Spaß.	Finie la rigolade.	Se acabó la diversión.	Время веселья прошло	Il divertimento è finito	欢乐时光结束了	お遊びはしまいだ			
&Text.Guards.Showers	Ви всі викликаєте в мене огиду... 	Ihr macht mich krank ... 	Vous me rendez malade... 	Me dais asco... 	Меня от вас тошнит... 	Siete da voltastomaco... 	你们这帮人令我恶心……	おまえらには吐き気がする…			
&Text.Inmates.MaxPrisonAlertness	Ласкаво прошу вас усіх до своєї камери!	Ihr seid alle in meiner Zelle willkommen!	Vous êtes les bienvenus dans ma cellule !	¡En mi celda sois todos bienvenidos!	Вы все возвращайтесь в мою камеру!	Siete tutti i benvenuti nella mia cella!	欢迎你们大家回我的牢房！ 	いつでもわが房で待ってるぞ！			
&Text.NPC.Warden	Для мене ви всі наче діти!	Ihr seid alle wie Kinder für mich!	Vous êtes tous comme mes enfants !	¡Para mí todos sois como niños!	Вы все мне как дети!	Siete come bambini per me!	你们在我眼里都是孩子！ 	キミらはわが子も同じだ！			
&Text.Guards.Showers	"Ви всі - БРУД, навіть буквально вкриті ним…"	"Ihr seid DRECK, und dreckig seid ihr auch ..."	Vous n'êtes que des CRASSEUX couverts de crasse...	Sois ESCORIA cubierta de escoria...	Вы просто ОТБРОСЫ и плаваете в отбросах...	"Voi siete LERCI, coperti di lerciume..."	你们这帮人就是脏兮兮的渣滓……	骨の髄まで汚れてやがる…			
&Text.Guards.Gym	Ви всі вбогі!	Ihr seid erbärmlich!	Vous êtes pathétiques !	¡Sois patéticos!	Вы просто кучка слюнтяев!	Siete patetici!	你们这帮人真可悲！ 	情けないヤツらめ！			
&Text.NPC.Counselor	Ви всі - діти мої	Ihr seid hier alle meine Kinder.	"Vous êtes tous mes enfants, ici."	Aquí todos sois mis niños.	Вы все мои дети	Siete tutti miei figli qui	在这里， 你们都是我的孩子	キミたちはみんな私の子どもだ			
&Text.Guards.RollCallMain	Ви тут, бо більше нікому не потрібні	"Ihr seid hier, weil euch sonst niemand haben will."	Vous êtes ici car personne ne veut de vous.	Estáis aquí porque nadie os quiere.	"Вы оказались здесь, потому что больше никому не нужны"	Siete qui perché nessun altro vi vuole	你们来这里是因为没人想要你们	おまえらはのけ者だから、 ここにいるんだ			
&Text.Guards.Gym	Ви тюхтії…	Ihr seid scheiße.	Bande de nuls...	Dais pena...	Отстой...	Fate schifo...	你们这帮人糟糕透了……	おまえらクソだな…			
&Text.Guards.Showers	Ви ніколи не змиєте сей бруд... 	Ihr werdet nie sauber sein ... 	Vous ne serez jamais propres... 	Nunca estaréis limpios... 	Вы никогда не будете чистыми... 	Non sarete mai puliti... 	你们这帮人这辈子都别想变干净了……	キレイな体になんてなれんさ…			
&Text.Guards.Showers	Ви всі мерзенні!	Ihr widert mich an!	Vous êtes tous répugnants !	¡Dais asco!	Вы просто омерзительны!	Siete disgustosi!	你们这帮人真恶心！ 	おまえらにはヘドが出る！			
&Text.Inmates.Banter	Їхні дні злічені	Ihre Tage sind gezählt.	Les jours sont comptés...	Sus días están contados.	Их дни сочтены	Hanno i giorni contati	他们没几天可过了	あいつは生かしちゃおけねえ			
&Text.NPC.Chef	У смітник...	In die Tonne.	Jette ça...	Tíralo...	Выброси	Ora buttala...	把它丢掉。 	ゴミ箱行きだ…			
&Text.Chase.Missing	Був та загув!	In Luft aufgelöst!	Ils ont disparu !	¡Se han desvanecido!	Они просто испарились!	Sono svaniti!	一下子就消失了！ 	いきなり消えやがった！			
&Text.Guard.InterjectFight	Готуйте шпиталь	Informiert die Krankenstation.	Préparez l'infirmerie.	Preparad la enfermería.	Подготовьте лазарет	Preparate l’infermeria	准备好医务室	ベッドを準備しとけ			
&Text.Guard.CharacterAttacking	Підготуйте ліжко у шпиталі	Informiert die Krankenstation.	Prévenez l'infirmerie.	¡Una cama en la enfermería!	Приготовьте койку в лазарете	Preparate un letto in infermeria	在医务室里准备好一张床	ベッドを空けておけ			
&Text.GuardAlert.Item	Інтересно…	Interessant ...	Intéressant...	Interesante...	Интересно...	Interessante...	有意思……	面白い…			
&Text.Guards.FoodHall	"Ти зжереш альбо це, альбо мій кулак"	Iss das oder meine Faust.	"Mangez, ou ça va barder."	"O te comes eso, o mi puño."	"Ешь это, или подавишься моим кулаком"	"O mangi questo, o il mio pugno"	不吃那个就吃我的拳头吧	そいつを食うか、 げんこつを食らうかだ			
&Text.Inmates.FoodHall	ХАВАЙТЕ СИР!	ISS DEN KÄSE!	MANGE LE FROMAGE !	¡CÓMETE EL QUESO!	ЖРИ ЭТОТ СЫР!	MANGIA IL FORMAGGIO!	吃奶酪！ 	チーズ食いたい！			
&Text.Inmates.FoodHall	ЇЖТЕ ЦЮ КРЕВЕТКУ!	ISS DIE GARNELE!	MANGE LA CREVETTE !	¡CÓMETE ESA GAMBA!	ЖРИ ЭТУ КРЕВЕТКУ!	MANGIA IL GAMBERO!	吃大虾！ 	エビ食いたい！			
&Text.Inmates.FoodHall	Ти збираєшся це їсти?	Isst du das noch?	Tu vas manger ça ?	¿Te vas a comer eso?	Планируешь это съесть?	Quello lo mangi?	你打算吃那个吗？	アレを食えって？			
&Text.NPC.Warden	Вам усім тут достатньо тепло та комфортно?	"Ist allen schön warm, seid ihr zufrieden?"	"Bien installés, vous avez assez chaud ?"	¿Estamos todos bien calentitos y cómodos?	Вам достаточно тепло и уютно?	State abbastanza caldi e comodi?	你们过得够温暖舒适吗？	寒くないかね？ 快適に過ごせているかね？			
&Text.Guard.ContrabandOnFloor	Невже це…?	Ist das ...?	C'est un... ?	¿Es una...?	Неужели это...	È...?	那个是……？	これって…？			
&Text.Inmates.Banter	Це насправді?	Ist das das echte Leben?	"C'est ça, la vraie vie ?"	¿Es esto la vida real?	Это реально?	È questa la vita vera?	这是现实生活吗？	これって現実か？			
&Text.Inmates.Showers	А цей шампунь випробували на тваринах?	Ist das ein tierfreundliches Shampoo?	Ce shampoing est-il testé sur des animaux ?	¿Este champú ha sido testado en animales?	Этот шампунь не испытывали на животных?	Questo shampoo è testato su gli animali?	这个香波动物能用吗？	このシャンプーって動物実験してないタイプ？			
&Text.Inmates.Showers	А цей шампунь підходить для сухої шкіри?	Ist dieses Shampoo gut für trockene Haut?	Ce shampoing convient aux peaux sèches ?	¿Este champú es bueno para la piel seca?	Это шампунь для сухих волос?	Questo shampoo è adatto alle pelli secche?	这个香波对干燥的肌肤有好处吗？	このシャンプーって乾燥肌に優しいやつか？			
&Text.NPC.Maintenance.Idle	Хіба я багато вимагаю, коли прошу про невеличку кумпанію?	Ist ein wenig Gesellschaft zu viel verlangt?	"Un peu de compagnie, c'est trop demandé ?"	¿Es demasiado pedir un poco de compañía?	Я слишком многого прошу?	È troppo chiedere un po’ di compagnia?	需要人陪伴这个要求很过分吗？	話し相手くらい望んだってよかろう？			
&Text.NPC.Medic	Завжди бісить, коли їхні сподні забруднюються після нокавту...	"Ist immer am schlimmsten, wenn sie sich bepissen, wenn sie bewusstlos sind ..."	C'est toujours pire quand ils se font dessus après avoir été mis K.O...	Siempre es peor cuando se entierran solos después de ser noqueados...	"Хуже всего, когда они обделаются после нокаута..."	Ancora peggio quando se la fanno addosso dopo essere andati KO...	他们被击晕后还弄脏自己一向更令人烦心……	最悪なのは気絶した囚人が、 失禁していた時だ…			
&Text.Lockdown	Хтось втік чи що?	Ist jemand entkommen?	Quelqu'un s'est évadé ?	¿Se ha escapado alguien?	Кто-нибудь сбежал?	È evaso qualcuno?	有人逃走吗？	誰か逃げたのか？			
&Text.Inmates.MaxPrisonAlertness	Хтось втік чи шо?	Ist jemand entkommen?	Quelqu'un s'est évadé ?	¿Se ha escapado alguien?	Кто-нибудь сбежал?	È evaso qualcuno?	有人逃走吗？	脱獄者か？			
&Text.ChatToGuard	Взагалі байдуже	Ist mir völlig egal.	Je m'en tape.	Me da igual.	Да мне плевать	Non mi importa niente	完全不在乎	どうでもいい			
&Text.Inmates.FoodHall	Це лише волосинка...	Ist nur ein Haar ...	C'est qu'un cheveu...	Solo es un pelo...	Это просто волосинка...	È solo un capello...	只是一根头发而已……	ま、 ただの髪だし…			
&Text.Inmates.Gym	Є-є-є!	Ja!	Ouais.	¡Sí!	Да!	Yeah!	好耶！ 	よっしゃぁ！			
&Text.Inmates.MaxPrisonAlertness	Так!	Ja!	Oui !	¡Sí!	Да!	Sì!	太好了！ 	よっしゃぁ！			
&Text.Inmates.Banter	"Так, я самотній, а що?"	"Ja, bin Single. Warum?"	"Oui, je suis célib. Et ?"	"Sí, estoy soltero, ¿por?"	"Да, я холостяк, а что?"	"Sì, sono single, perché?"	对， 我是单身， 怎么了？	ああ、 独り身だ。それがどうした？			
&Text.Inmates.GuardBanter	"Так, це кийок"	"Ja, das ist ein Schlagstock."	"Oui, c'est une matraque."	"Sí, esto es una porra."	"Да, это дубинка"	"Sì, questo è un manganello"	对， 这是一根警棍	いかにも、 こいつは警棒だ			
&Text.Inmates.Banter	Так-так-так-так-так-так	"Ja, ja, ja, ja, ja, ja"	"Ouais, ouais, ouais..."	"Sí, ya, ya, ya, ya..."	Да-да-да-да-да-да	"Sì, sì sì, sì sì sì sì, sì"	对对对对对	グヘグヘグヘグヘヘヘ…			
&Text.Inmates.Banter	Еге-еге, цить-цить-цить…	"Ja, ja, schon gut ..."	"Ouais, ouais. Chut, chut..."	"Sí, sí, shhh, shhh, shhh..."	"Да-да, ш-ш-ш, ш-ш-ш..."	"Sì, sì shhh shhh shhh…"	对对， 嘘……	グヘグヘヌフフフフ…			
&Text.Guards.MaxPrisonAlertness	Щоразу... ЩОРАЗУ... ХТОСЬ ВИННИЙ!	Jedes Mal ... JEDES MAL ... MUSS JEMAND SCHULD HABEN!	À chaque fois... À CHAQUE FOIS... IL Y A UN COUPABLE !	Siempre... SIEMPRE... ¡HAY QUE CULPAR A ALGUIEN!	Каждый раз... КАЖДЫЙ РАЗ... КТО-ТО ВИНОВАТ!	Ogni volta... OGNI VOLTA... È COLPA DI QUALCUNO!	每次…… 每次…… 都有人搞鬼！ 	毎回毎回…誰かのクビが飛ぶ！			
&Text.Inmates.MaxPrisonAlertness	Комусь ОЙ ЯК не пощастить!	Jemand bekommt RICHTIG Ärger.	Quelqu'un a de GROS ennuis.	Alguien tiene MUCHOS problemas.	У кого-то КРУПНЫЕ проблемы	Qualcuno è in GROSSI guai	有人麻烦大了	誰かがヘタこいたっぽい			
&Text.NPC.Maintenance.Idle	Тут хтось є?	Jemand da?	Il y a quelqu'un ?	¿Hay alguien ahí?	Здесь есть кто-нибудь?	C’è nessuno?	有人吗？	誰かいるのか？			
&Text.NPC.Janitor	Хтось тут усюди натоптав!	Jemand hat ihn überall verteilt!	Quelqu'un a marché partout !	¡Alguien lo ha pisoteado todo!	Кто-то здесь все вытоптал!	Qualcuno l’ha portata in giro ovunque!	有人把它踩得到处都是！ 	汚れた足でペタペタ歩きやがって！			
&Text.Guards.RollCallMain	Дехто останнім часом крав ложки з їдальні	Jemand hat Löffel aus der Kantine geschmuggelt.	Quelqu'un fait sortir des cuillères de la cantine.	Alguien ha estado sacando raciones de la cantina.	Кто-то спер ложки из столовой	Qualcuno ha rubato dei cucchiai dalla mensa	有人一直在把勺子从餐厅偷偷带出去	食器を盗んで売ってるのはどいつだ？			
&Text.Inmates.MaxPrisonAlertness	Бозна-хто їх вибісив!	Jemand hat sie verärgert!	Quelqu'un les a énervés !	¡Alguien la ha liado!	Кто-то их взбаламутил!	Qualcuno li sta infastidendo!	有人惹毛他们了！ 	誰かが看守を怒らせたな！			
&Text.Inmates.JobChat	Хтось же має це зробити	Jemand muss es tun.	Quelqu'un doit le faire.	Alguien tiene que hacerlo.	Кто-то должен это сделать	Qualcuno deve pur farlo	总得有人做	誰かがやらなきゃ			
&Text.Guard.CharacterEscaping	У нас тут спроба втечі!	Jemand versucht gerade zu fliehen!	Nous avons une tentative d'évasion !	¡Tenemos un intento de fuga!	Обнаружена попытка побега!	Tentativo di evasione in corso!	有人企图越狱！ 	誰かが脱獄を企んでやがる！			
&Text.Inmates.Report	Дехто намагається втекти!	Jemand versucht zu fliehen!	Quelqu'un essaie de s'évader !	¡Alguien intenta escapar!	Кто-то пытается бежать!	Qualcuno sta cercando di evadere!	有人想要越狱！ 	脱獄者がいるぅ！			
&Text.NPC.MedicDismissFromInfirmary	"Ось, так краще?"	Jetzt besser?	"Voilà, mieux ?"	¿Así mejor?	"Ну как, лучше?"	"Ecco qui, meglio?"	感觉好点了吗？	気分はよくなったか？			
&Text.Inmates.MaxPrisonAlertness	"Ну все, почалося!"	"Jetzt geht’s los, es geht los!"	"Ça y est, on y est !"	"¡Ya está, está pasando!"	Это случилось!	"Finalmente, sta succedendo!"	就是现在， 开始了！ 	ついに始まったぁ！			
Text.JobQuota.C	НУ ВСЕ - ТЕПЕР Я БЕЗ РОБОТИ!	JETZT IST ALLES AUS – JETZT HABE ICH KEINEN JOB MEHR!	ÇA Y EST ! JE N'AI PLUS DE TRAVAIL !	"BUENO, YA ESTÁ, ¡AHORA NO TENGO TRABAJO!"	ТЕПЕРЬ ВСЕМУ КРЫШКА — У МЕНЯ БОЛЬШЕ НЕТ РАБОТЫ!	FANTASTICO! NON HO PIÙ UN LAVORO!	这下可好， 我把工作丢了！ 	もうダメだ、 仕事をクビになった！			
&Text.Inmates.Attacked	Отже, дійшло до цього...	Jetzt ist es wohl soweit ...	Nous en arrivons là...	A esto hemos llegado...	"Вот, значит, до чего дошло..."	Siamo arrivati a questo...	已经变成这样了……	なら、 とっちめてやる…			
&Text.Guards.MaxPrisonAlertnessSpotted	ТЕПЕР МИ ЗНАЄМО!	JETZT IST’S KLAR!	NOUS SAVONS !	¡YA LO SABEMOS!	ТЕПЕРЬ ЗНАЕМ!	ORA SAPPIAMO!	现在我们知道了！ 	そういうことか！			
&Text.Inmates.MaxPrisonAlertness	А зараз не красний час для бунту?	Jetzt wär doch ein Aufstand perfekt!	On lance une émeute ?	¿Es buen momento para una revuelta?	Подходящее время для бунта?	È un buon momento per una rivolta?	现在是暴动的好时机？	今って暴動のチャンスか？			
&Text.Guards.RollCallMain	Тепер за вами буде дозір	Jetzt wird’s ernst.	Votre garde commence.	Ahora os vigilaremos.	Теперь вы под наблюдением	Dovrete stare in guardia	你从今开始守望	今から見張ってやる			
&Text.Inmates.MaxPrisonAlertness	Отакої! Найулюбленіша частина!	Jippie! Darauf steh ich am meisten!	Wouhou ! Mon passage préféré !	¡Yuujuu! ¡Esta es mi parte preferida!	Йо-хо-о! Обожаю это!	Woohoo! È la parte che preferisco!	哇呼！  这是我最喜欢的部分！ 	ヒャッホー！盛り上がるねぇ！			
&Text.Inmates.JobChat	Насолода від праці? Тю	Jobzufriedenheit? Pfft.	Si j'aime ce travail ? Pff.	¿Satisfacción laboral? Bueno.	Удовлетворение от работы? Пф	Amare il proprio lavoro? Pfff	工作满意度？ 没了	やりがい？どこに？			
&Text.Lockdown	Можемо покласти край цьому.  	Kann genauso gut hier Schluss machen. 	Autant en finir. 	Podría terminar con todo esto. 	Можно прямо сейчас сдаться. 	Dovrei farla finita. 	不如做个了断。  	一度リセットしたほうがいい			
&Text.NPC.Maintenance.Idle	Можна ся спитати твій номер?	Kann ich deine Nummer haben?	Je peux avoir ton numéro ?	¿Me das tu número?	Можно твой телефончик?	Mi daresti il tuo numero?	能告诉我你的号码吗？	電話番号を聞いても？			
&Text.NPC.FavourAttention	Можна тебе на кілька слів?	Kann ich dich sprechen?	Je peux te parler ?	¿Podemos hablar?	Можно на пару слов?	Posso parlarti?	能借一步说话吗？	今話しても？			
&Text.GuardAlert.Flood	Ну й навіщо?	Kann ich fragen?	Euh... ?	¿Tengo que preguntar?	Можно спросить?	Posso chiedere?	斗胆问一句。 	なぜなんだ？			
&Text.Inmate.Disguise	Я можу допомогти?	Kann ich helfen?	Je t'aide ?	¿Puedo ayudar?	Я могу помочь?	Serve aiuto?	我可以帮忙吗？	どういったご用で？			
&Text.ChatToGuard	Можна випробувати на тобі свій кийок?	Kann ich meinen Schlagstock an dir testen?	Tu veux tester ma matraque ?	¿Puedo probar la porra contigo?	Могу испытать свою дубинку на тебе	Vuoi provare il mio manganello?	我能用你测试我的警棍吗？	試しに警棒を使っても？			
&Text.Inmate.Snitch.Character.Like	А можу і я приєднатись?	Kann ich mitkommen?	Je peux venir ?	¿Puedo ir?	Я могу пойти?	Posso venire?	我能来吗？	ついてっても？			
&Text.NPC.Maintenance.Idle	Хто-небудь, зламайте щось та дайте мені роботу!	Kann jemand was kaputt machen und mir Arbeit verschaffen?	Que quelqu'un casse quelque chose et me fasse bosser !	¡Que alguien rompa algo para poder hacer mi trabajo!	"Вот опять все разворотили, а разгребать мне"	"Qualcuno rompa una cosa, così ho qualcosa da fare!"	有人把什么东西弄坏了， 于是我就有活干了！ 	誰かが何かをぶっ壊せば、 私に仕事が舞い込んでくる！			
&Text.Guards.FoodHall	Не можу повірити, що ви се їсте!	"Kann nicht glauben, dass du das isst!"	Vous mangez vraiment ça ?!	¡No me creo que te lo estés comiendo!	"Не могу поверить, что ты это ешь!"	Non ci credo! Lo state mangiando!	无法相信你居然吃这玩意儿！ 	そんなモノ、 よく食うな！			
&Text.Player.InventoryFull	Я не можу нести ще більше речей!	Kann nicht noch mehr tragen!	Je ne peux plus rien porter !	¡No puedo llevar más cosas!	Я больше не унесу!	Non posso portare altro!	我无法携带更多物品了！ 	これ以上アイテムを持てない！			
&Text.Guards.CombatEnded	Мабуть, я тут переборщив зі силою!	"Kann sein, dass ich hier übertrieben hab!"	J'y suis peut-être allé un peu fort là !	¡A lo mejor me he pasado un poco!	"Кажется, здесь была применена чрезмерная сила!"	Forse ho usato troppa forza!	刚刚似乎下手太重了！ 	これでも手加減してやった！			
&Text.NPC.MedicSolitary	Час тобі піти в холодну	Kannst dich jetzt abkühlen.	Un séjour au frigo pour toi.	A la trena que vas.	Тебе надо остыть	Raffreddati un po’	你一个人冷静冷静吧	少し頭を冷やしてこい			
&Text.NPC.Counselor	"Не соромся будь-коли зі мною спілкуватися, але не зара"	Kannst jederzeit mit mir sprechen. Nur jetzt nicht.	"Tu peux me parler quand tu veux, mais pas maintenant."	"Dime lo que quieras, pero no ahora."	"Можешь обращаться ко мне в любое время, но только не прямо сейчас"	"Sentiti libero di parlare con me quando vuoi, ma non ora"	你随时可以来找我谈。 但现在不行	今は取り込み中だが、 いつでも話に来るといい			
&Text.NPC.Warden	Дивуватися - се нормально	Kannst schon staunen.	Vous pouvez admirer !	No es malo asombrarse.	Восхищайся на здоровье	È bello meravigliarsi	觉得惊奇很正常	驚いたっていいんだぞ			
&Text.Guards.RollCallMain	Ви що, жуєте щось?	Kaust du?	Vous mâchez ?	¿Qué masticas?	Врубаетесь?	Stai masticando?	你在嚼东西吗？	ガムをかんでるのか？			
&Text.Inmates.JobChat	Я впораюсь...	Kein Problem ...	Je gère...	Está controlado...	Понял...	Ci penso io...	我能行……	コツをつかんだ…			
&Text.Inmates.Gym	Навіть не спітнив	Kein Schweiß.	À l'aise.	Tranquilo.	Легко	Senza fatica	轻轻松松	余裕だ			
&Text.Guards.Gym	Ніяких дурниць зараз	Kein Unsinn jetzt.	Ça ne rigole pas.	Dejad de perder el tiempo.	Не отлынивать	Qui non si gioca	别给我捣乱	今はふざけるな			
&Text.NPC.Maintenance	Не бачу різниці!	Kein Unterschied!	On voit pas la différence !	¡No se nota la diferencia!	Вообще не отличить!	Non si nota la differenza!	看不出有啥区别！ 	違いがわからん！			
&Text.Guards.Showers	Не дивно, що партнер тебе покинув	"Kein Wunder, dass du Single bist."	Normal que tu sois célibataire.	No me extraña que tu esposa te dejase.	"Ясно, почему от тебя жена сбежала"	Ci credo che non hai una donna	怪不得你的配偶离你而去	家族に捨てられて当然だ			
&Text.NPC.Chef	Не маю й гадки, шо я роблю	"Keine Ahnung, was ich hier mache."	Qu'est-ce que je fais...	Ni sé lo qué estoy haciendo.	"Понятия не имею, что я делаю"	Non so cosa sto facendo	我不知道自己在干嘛	自分でも何を作ってんだか…			
&Text.Inmates.Banter	Більше ніяких напівзаходів	Keine halben Sachen mehr.	Plus de demi-mesures.	No más medias tintas.	Больше никаких полумер	Niente più mezze misure	不强硬的折中政策到此为止	一気にケリをつけてやる			
&Text.Guards.Showers	Рушників нема... Можете всі посушитися!	Keine Handtücher ... Luft trocknet auch!	Pas de serviettes... Séchez à l'air libre !	No hay toallas... ¡Podéis secaros al aire!	Нет полотенец... Вы все обсохнете на воздухе!	Niente asciugamani... Asciugatevi all’aria!	没有毛巾…… 你们全都‘风干’吧！ 	タオルはない、 すべて自然乾燥だ！			
&Text.Guards.Gym	Не соромтеся!	Keine Scham!	On y va !	¡No os cortéis!	Ничего!	Spudorati!	没什么丢脸的！ 	照れずにやれ！			
&Text.Guards.Gym	Нема часу на відпочинок	Keine Zeit für Ruhe.	On se bouge.	Aquí no se descansa.	Нет времени на отдых	Non riposatevi!	没时间休息了	リラックスの時間じゃない			
&Text.Guards.EscapeAttempt	Ніхто не перемудрує мене...	Keiner ist schlauer als ich.	Personne ne me dupe...	Nadie me engaña...	Никто меня не перехитрит...	Nessuno mi frega...	没人比我更聪明……	私を出し抜けると思うな…			
&Text.Inmates.PlayerRep1	Ти нікому не подобаєшся	Keiner mag dich.	Personne ne t'aime.	Nadie te soporta.	Никто тебя не любит	Non piaci a nessuno	没人喜欢你	あんたは嫌われ者だ			
&Text.NPC.Maintenance.Idle	Ніхто не розуміє	Keiner versteht mich.	Personne me comprend.	Nadie lo entiende.	Никто не понимает	Nessuno capisce	没人能懂	誰もわかってくれない			
&Text.Lockdown	Розберіться із цим!	Klär das!	Réglez ça !	¡Arréglalo!	Разберись!	Risolvi la cosa!	把事情办好！ 	なんとかしろぉ！			
&Text.NPC.Warden	"Ці злодії… Ці злодії, дідько, мене лякають!"	Knackis ... Sie jagen mir Angst ein!	Les... Les détenus me font flipper !	"Presos... me dan escalofríos, tío."	Зэки... Зэки наводят на меня жуть!	Galeotti... mi fanno venire i brividi	罪犯…… 罪犯太吓人了老兄！ 	囚人どもはゾッとするよ！			
&Text.NPC.Warden	"Злодюжки, злодюжки, злодюжки…"	"Knackis, Knackis, ... "	"Ah, les détenus... "	"Presos, presos, presos... "	"Зэки, зэки, зэки... "	"Detenuti, detenuti... "	罪犯、 罪犯、 罪犯…… 	囚人、 囚人、 また囚人…			
&Text.NPC.Warden	Ні кінця та краю не видно сим злодюжкам	"Knackis, so weit das Auge reicht."	Des détenus à perte de vue.	Presos por todas partes.	Куда ни глянь — везде зэки	Detenuti a perdita d’occhio	一眼望去全是罪犯	見渡すかぎり囚人ばかり			
&Text.GuardDog.Doggie	*Ричить*	Knurr	Groaar	Gruñido	Рычит	Growl	低吼	ウーッ			
&Text.Inmates.Attacked.Doggie	*Ричить*	Knurr	Groaar	Gruñido	Рычит	Growl	低吼	ガルルゥッ			
&Text.NPC.MedicCarrying	Либонь, впав якось	"Komisches Gefühl, hm?"	Une mauvaise chute.	Habrá sido divertido.	"Уверен, было смешно"	Che brutta caduta	这一跤肯定摔得很滑稽	ヘンな転び方をしたな			
